零部件名称,生产企业,生产所属地,供给情况,采集来源,来源链接,采集时间,备注
制动器,禾丰汽车配件有限公司,安徽省合肥,供给良好,中国汽车配件行业协会,http://www.capa.org.cn,,
电动驱动系统,小鹏汽车有限公司,广州,供给稳定,智能汽车产业研究院,http://www.izi.com,,
涡轮增压发动机,福田汽车集团,北京,供给紧张,中国内燃机工业协会,http://www.cime.org.cn,,
冷却系统,汽车散热技术有限公司,江苏省无锡,供给稳定,汽车零部件行业杂志,http://www.autoparts.com.cn,,
电池管理系统,理想汽车科技有限公司,北京,供给良好,新能源汽车产业发展报告,http://www.nevreport.cn,,
制冷剂,美联储工业有限公司,辽宁省大连,供给缓解,中国冷链协会,http://www.celca.org.cn,,
排气系统,嘉豪汽车配件有限公司,江西省南昌,供给紧张,汽车排放技术协会,http://www.aeta.com.cn,,
智能导航系统,华为技术有限公司,深圳,供给稳定,通信与导航行业报告,http://www.huawei.com,,
动力总成,上海汽车集团股份有限公司,上海,供给良好,中国汽车产业发展月刊,http://www.saicmotor.com,,
传感器,顺丰科技有限公司,深圳,供给稳定,中国传感器市场分析报告,http://www.sensormarket.cn,,
动力带,中航工业集团有限公司,西安,供给良好,航空维修与技术协会,http://www.avic.com,,
车身控制模块,安波福电子（中国）有限公司,上海,供给缓解,中国电子行业协会,http://www.automotive.com,,
轮胎,米其林（中国）投资有限公司,天津,供给稳定,中国轮胎行业协会,http://www.michelin.com,,
氢燃料电池,特斯拉汽车（中国）有限公司,上海,供给良好,绿色能源技术杂志,http://www.tesla.com,,
空气悬挂系统,凯迪拉克汽车有限公司,洛杉矶,供给稳定,美国汽车工程师协会,http://www.sae.org,,
电子稳定程序,博世汽车部件（上海）有限公司,上海,供给良好,汽车技术与服务杂志,http://www.bosch.com,,
车载信息娱乐系统,华为汽车部件事业部,杭州,供给稳定,智能交通科技论坛,http://www.intelligenttraffic.com,,
车顶行李架,京东方科技集团,北京,供给良好,中国汽车配件行业协会,http://www.capa.org.cn,,
智能停车系统,百度智能驾驶有限公司,北京,供给稳定,现代智能交通市场报告,http://www.baidu.com,,
轮胎,米其林轮胎有限公司,湖北省武汉,供给良好,中国汽车行业协会,http://www.caam.org.cn,,
电动驱动系统,比亚迪股份有限公司,深圳,供给稳定,新能源电动车行业分析,https://www.byd.com,,
发动机控制单元,长安汽车,重庆,供给紧张,中国汽车技术研究中心,http://www.catarc.ac.cn,,
风扇电机,富士电机有限公司,福建省福州,供给稳定,国际电机工程师协会,https://www.ieee.org,,
车身控制单元,上汽集团,上海,供给良好,汽车电子行业报告,http://www.saicmotor.com,,
燃油喷射系统,大陆集团,德国,供给缓解,德国汽车工业协会,https://www.vda.de,,
刹车系统,阿科玛集团,江苏省南京,供给稳定,汽车安全技术协会,https://www.sae.org,,
主动悬挂系统,路虎汽车,英国,供给良好,国际汽车制造协会,https://www.jaguar.com,,
空调压缩机,日立汽车系统株式会社,日本,供给稳定,日本汽车工业协会,https://www.jama.or.jp,,
防倾杆,广汽集团,广州,供给良好,中国汽车工程学会,http://www.cae.org.cn,,
轮毂,邦奇集团,浙江省绍兴,供给稳定,汽车零部件市场报告,https://www.borgwarner.com,,
电池管理系统,特斯拉汽车有限公司,加利福尼亚州,供给稳定,电动车行业发展趋势报告,https://www.tesla.com,,
转向系统,德尔福技术公司,美国,供给紧张,汽车技术前沿,https://www.delphi.com,,
阳光天窗,法雷奥集团,法国,供给缓解,欧洲汽车制造商协会,https://www.acea.auto,,
电动助力转向,宁德时代,宁德,供给紧张,动力电池行业特别报告,https://www.catl.com,,
车灯系统,飞利浦照明有限公司,浙江省宁波,供给稳定,国际照明工程协会,https://www.philips.com,,
内饰系统,东风汽车公司,武汉,供给良好,中国装饰材料行业协会,http://www.dfm.com.cn,,
车载信息娱乐系统,华为科技,深圳,供给稳定,智能汽车科技创新论坛,https://www.huawei.com,,
电动窗升降器,韦尔半导体,广东省珠海,供给良好,中国智能制造大会,https://www.welldone.com.cn,,
电动机,西门子（中国）有限公司,上海,供给稳定,中国电气行业协会,http://www.ceia.org.cn,,
电控单元,华为技术有限公司,深圳,供给良好,华为官网,https://www.huawei.com,,
刹车片,博世汽车系统有限公司,德国,供给缓解,国际刹车零部件协会,https://www.bosch.com,,
燃油喷射系统,大陆集团,德国,供给紧张,汽车动力系统国际会议,https://www.continental.com,,
悬挂系统,振华工业集团,江苏省无锡,供给稳定,中国汽车工程学会,https://www.caae.cn,,
GPS模块,中科院电子所,北京,供给良好,智能制造研究报告,http://www.escience.org.cn,,
车载显示屏,LG显示技术有限公司,韩国,供给缓解,电子产品行业协会,https://www.lgdisplay.com,,
热管理系统,华晨汽车有限公司,沈阳,稳健供应,中国汽车产业改革报告,https://www.huachen.com,,
自动变速器,长安福特马自达汽车有限公司,重庆,供给稳定,中国汽车技术中心,http://www.china-automotive.com,,
电池管理系统,国轩高科,合肥,供给紧张,新能源车企发展论坛,http://www.gotion.com.cn,,
动力总成,一汽解放汽车有限公司,吉林省长春,供给稳定,中国汽车工业发展年鉴,https://www.faw.com,,
LED大灯,欧司朗,德国,供给良好,全球照明行业协会,https://www.osram.com,,
空调压缩机,东风汽车零部件公司,湖北省武汉,供给缓解,中国汽车维修行业协会,http://www.dfmc.com.cn,,
车轮胎,米其林轮胎（中国）有限公司,浙江省宁波,供给稳定,中国橡胶工业协会,https://www.michelin.com,,
电动助力转向器,华域汽车系统股份有限公司,上海,供给良好,中国汽车零部件行业报告,http://www.huayu-auto.com,,
车载音响系统,JBL音响有限公司,美国,供给稳定,音响产业发展报告,https://www.jbl.com,,
电动窗户控制器,奇瑞汽车股份有限公司,安徽省芜湖,供给紧张,汽车电子商务平台,http://www.chery.cn,,
智能钥匙,尚德智能科技有限公司,深圳,供给稳定,智能交通系统协会,http://www.sdt.com,,
安全气囊,阿尔戈汽车安全技术,美国,供给良好,安全汽车工业协会,https://www.argono.com,,
电子控制单元,华为技术有限公司,深圳,供给稳定,中国电子技术标准化研究院,http://www.ces.gov.cn,,
碳纤维车身,西班牙汽车制造公司,巴塞罗那,供给良好,欧洲汽车工业协会,https://www.acea.auto,,
混合动力系统,丰田汽车公司,东京,供给缓解,日本汽车制造商协会,https://www.jama.or.jp,,
LED前照灯,飞利浦照明,荷兰,供给紧张,国际照明协会,https://www.illuminating.org,,
动力总成,上汽集团,上海,供给稳定,中国汽车工业协会,https://www.caam.org.cn,,
车载导航系统,百度智能交通,北京,供给良好,中国智能交通协会,http://www.citsa.org.cn,,
空气悬挂系统,空气悬挂设备有限公司,重庆,供给稳定,中国交通运输协会,http://www.ctta.org.cn,,
轮胎压力监测系统,米其林轮胎公司,法国,供给缓解,国际轮胎制造商协会,https://www.itma.org,,
车载音响系统,BOSE公司,美国,供给稳定,美国汽车工程师协会,https://www.sae.org,,
高效热交换器,京东方科技集团,北京,供给良好,中国家电协会,https://www.cheaa.org,,
智能驾驶传感器,安波福,江苏省无锡,供给紧张,中国汽车工程学会,http://www.cae.org.cn,,
电动助力转向系统,大陆集团,德国,供给稳定,德国汽车工业协会,https://www.vda.de,,
超强抗撞击玻璃,福耀玻璃工业集团,湖北省武汉,供给良好,全国玻璃生产行业协会,http://www.fuyaogroup.com,,
无线充电系统,苹果公司,加利福尼亚,供给稳定,国际无线电工程师协会,http://www.ieee.org,,
全景影像系统,巴拉克劳汽车科技,德克萨斯,供给稳定,汽车技术研究所,https://www.automotivetech.org,,
车轮刹车系统,日立汽车系统,日本,供给缓解,日本器材制造商协会,https://www.nikkan.co.jp,,
电动驱动轴,特斯拉公司,加州,供给良好,电动汽车全球论坛,https://www.electricvehiclesforum.com,,
复合材料内饰,博世汽车零部件系统,德国,供给紧张,国际汽车工程师协会,https://www.sae.org,,
高性能电池组,CATL,宁德,供给稳定,新能源科技产业报告,https://www.catl.com,,
电动助力转向系统,海力士电子有限公司,江苏省南京,供给稳定,中国汽车电子行业协会,http://www.caeca.org.cn,,
铝合金车身,比亚迪股份有限公司,深圳,供给缓解,中国新能源汽车产业发展报告,http://www.byd.com,,
制动力分配器,江淮汽车集团,安徽省合肥,供给良好,中国汽车 工业统计,http://www.jac.com.cn,,
超导磁体,中科院高能物理研究所,北京,供给紧张,中国超导科技论坛,http://www.ihp.cas.cn,,
氢燃料电池核心组件,氢能科技有限公司,天津,供给稳定,中国氢能产业发展中心,http://www.chinahydrogen.com,,
防撞梁,长安汽车股份有限公司,重庆,供给稳定,中国汽车安全技术法规,http://www.changan.com.cn,,
高级驾驶辅助系统,舜宇光学科技有限公司,浙江省杭州,供给缓解,中国智能车技术发展报告,http://www.sunnyoptics.com,,
混合动力机组,贞观动力科技有限公司,广东省佛山,供给良好,新能源汽车技术评价中心,http://www.greenpower.com.cn,,
车载信息娱乐系统,大疆创新科技有限公司,深圳,供给稳定,中国电子消费品协会,http://www.dji.com,,
气囊系统,爱信精机株式会社,日本,供给稳定,国际汽车安全标准委员会,http://www.aisin.com,,
传感器融合模块,博世汽车部件（中国）有限公司,上海,供给良好,中国科技创新与发展观察,https://www.bosch.com.cn,,
动力转向泵,前进动力股份有限公司,陕西省西安,供给稳定,中国机电产品流通协会,http://www.frontpower.com.cn,,
电池管理系统,宁德时代创新科技有限公司,福建省宁德,供给良好,中国电池产业发展关于,http://www.catl.com,,
注塑成型模具,东风制造有限公司,湖北省武汉,供给稳定,中国模具工业协会,http://www.dongfeng.com,,
减震器,KYB汽车系统公司,日本,供给紧张,国际汽车部件供应链协会,http://www.kyb.com,,
LED大灯,亿光电子公司,台湾,供给稳定,中国电子元件协会,http://www.epistar.com,,
智能导航系统,华为技术有限公司,深圳,供给良好,中国通信行业协会,http://www.huawei.com,,
超声波传感器,德赛西威智能科技有限公司,安徽省合肥,供给稳定,中国人工智能发展研究会,http://www.desay.com,,
液压系统,液压科技有限公司,山东省济南,供给紧张,中国机械工程学会,http://www.hydraulic.com.cn,,
车灯,璨辉科技有限公司,广东省珠海市,供给稳定,中国汽车照明技术协会,http://www.chinalightingassociation.org,,
导航系统,合众新能源科技公司,郑州,供给紧张,智慧交通发展研究,http://www.smarttransportation.org,,
电动助力转向系统,海力士汽车零部件有限公司,江苏省南京市,供给良好,汽车技术前沿杂志,https://www.automotivefrontiers.com,,
发动机控制单元,欧姆龙电子（中国）有限公司,上海,供给稳定,中国电子行业协会,https://www.cae.org.cn,,
空气悬挂系统,丰田动力科技股份有限公司,泰国,供给缓解,丰田集团官网,https://www.toyota-global.com,,
制动系统,博世自动化科技集团,德国斯图加特,稳定供给,国际制动技术与研究年会,https://www.bosch.com,,
热交换器,凯恩博有限公司,浙江省杭州市,供给良好,机械与设备工程期刊,https://www.mechengineer.com,,
涡轮增压器,康明斯动力科技有限公司,辽宁省沈阳,供给紧张,现代汽车工业资讯,https://www.commins.com,,
车载无线充电器,华为技术有限公司,深圳,供给稳定,电子商务时报,https://www.huawei.com,,
车身外壳,长安汽车制造有限公司,重庆,供给良好,中国汽车零部件分析报告,https://www.changan.com.cn,,
轮胎,米其林（中国）有限公司,广东省惠州,供给缓解,国际轮胎制造商协会,https://www.michelin.com,,
智能安全气囊,丰田汽车公司,日本东京,供给良好,汽车安全研究会议,https://www.toyota-global.com,,
电池管理系统,比亚迪股份有限公司,广东省深圳市,供给稳定,新能源汽车发展导向,http://www.byd.com,,
智能驾驶仪,百度智能科技公司,北京,供给良好,大型智能车研究中心,https://www.baidu.com,,
逆变器,小米科技有限责任公司,北京,供给缓解,中国新能源技术与设备供应链协会,https://www.mi.com,,
传感器模块,英特尔公司,美国加州,供给紧张,半导体产业发展报告,https://www.intel.com,,
尾气净化器,山姆环保科技有限公司,河北省石家庄市,供给稳定,环保自动化设备论坛,http://www.samenv.com,,
车用音响系统,哈曼国际工业公司,美国,供给良好,国际音响与车载设备大会,https://www.harman.com,,
电动机,美的集团股份有限公司,佛山,供给良好,中国家电协会,http://www.ceaa.org.cn,,
导航系统,华为技术有限公司,深圳,供给稳定,中国通信工业协会,https://www.huawei.com,,
燃料电池,氢能产业有限公司,上海,供给缓解,中国氢能产业协会,http://www.chinahydrogen.org,,
传感器模块,瑞萨电子（中国）有限公司,北京,供给紧张,半导体产业协会,http://www.semi.org,,
铝合金轮圈,上汽集团,上海,供给稳定,中国汽车工业协会,https://www.caam.org.cn,,
电控单元,上海电气集团,上海,供给顺畅,电力设备产业协会,http://www.sgcc.com.cn,,
制动系统,日立汽车系统有限公司,东京,供给紧张,日本汽车工业协会,https://www.jama.or.jp,,
车身结构件,福特汽车公司,底特律,供给稳定,美国汽车协会,https://www.autos.com,,
冷却系统,巴斯夫公司,德国路德维希港,供给良好,德国化工协会,https://www.basf.com,,
蓄电池,比亚迪股份有限公司,深圳,供给充足,中国新能源产业发展报告,http://www.byd.com,,
电路板,华天科技股份有限公司,苏州,供给稳定,电子行业协会,http://www.eia.org,,
减震器,KYB株式会社,东京,供给顺畅,国际汽车行业会议,https://www.kyb.com,,
仪表盘,意法半导体,巴黎,供给紧张,欧洲半导体协会,http://www.semiconductors.org,,
电子刹车,安波福公司,底特律,供给稳定,美国汽车工程师协会,https://www.sae.org,,
车载网络系统,NVIDIA,加州圣克拉拉,供给良好,全球电子行业报告,https://www.nvidia.com,,
动力传动系统,同比汽车工业有限公司,广州,供给稳定,中国汽车技术中心,http://www.caatc.com,,
防撞梁,长城汽车有限公司,保定,供给稳定,中国汽车行业发展报告,https://www.gwm.com.cn,,
空调压缩机,日立公司,东京,供给缓解,日本家电工业协会,https://www.hitachi.com,,
电机控制器,特斯拉汽车有限公司,加利福尼亚州帕洛阿尔托,供给稳定,特斯拉公司官网,https://www.tesla.com,,
轮胎,米其林集团,法国克莱蒙费朗,供给紧张,国际轮胎制造商协会,https://www.michelin.com,,
燃油喷射系统,博世汽车技术（中国）有限公司,上海,供给良好,中国汽车工业协会,https://www.bosch.com.cn,,
电池管理系统,宁德时代新能源科技股份有限公司,福建省宁德市,供给稳定,新能源安全报告,https://www.catl.com,,
车载娱乐系统,万达集团技术公司,北京,供给良好,中国汽车技术发展报告,https://www.wanda.com,,
涡轮增压器,日野汽车公司,日本东京都,供给紧张,日本汽车工业协会,https://www.hino-global.com,,
变速器,沃尔沃汽车公司,瑞典哥德堡,供给稳定,瑞典汽车工业预测,https://www.volvocars.com,,
车身控制模块,大连轿车配件有限公司,辽宁省大连,供给缓解,中国汽车配件数据中心,http://www.dlcarparts.com,,
制动系统,法雷奥公司,法国巴黎,稳定供给,欧洲汽车工业报告,https://www.valeo.com,,
空调压缩机,松下电器（中国）有限公司,深圳,供给稳定,中国设备管理协会,https://www.panasonic.com,,
导航系统,高德地图科技公司,北京市,供给良好,中国智能导航创新大会,https://www.amap.com,,
电子稳定程序,比亚迪汽车,广东省深圳市,供给紧张,比亚迪公司新闻,https://www.byd.com,,
光伏电池,隆基绿能科技股份有限公司,陕西省银川市,供给缓解,清洁能源产业报告,https://www.longi-solar.com,,
动力总成,丰田汽车公司,日本爱知县,供给稳定,丰田年度报告,https://www.toyota-global.com,,
空气悬挂系统,康明斯公司,印第安纳州哥伦布,稳定供给,美国车辆制造报告,https://www.cummins.com,,
高性能电池,三星SDI公司,韩国京畿道,供给良好,全球电池市场分析,https://www.samsungsdi.com,,
智能驾驶系统,百度Apollo,北京,供给紧张,自动驾驶产业趋势报告,https://apollo.auto,,
安全气囊,大昌行（中国）有限公司,江苏省苏州,供给稳定,亚洲汽车安全协会,http://www.changan.com.cn,,
刹车片,广州汽车集团股份有限公司,广东省广州市,供给稳定,中国汽车制造商协会,http://www.cama.org.cn,,
电动机,西门子（中国）有限公司,上海,供给良好,电气设备与技术论坛,https://www.siemens.com.cn,,
车身外壳,一汽轿车股份有限公司,吉林省长春市,供给紧张,中国汽车行业信息中心,http://www.cicv.org.cn,,
液压系统,海力士集团,江苏省南京市,供给稳定,中国液压件行业协会,http://www.china-hydraulic.org,,
控制器,英飞凌科技股份公司,德国,供给良好,国际半导体行业协会,https://www.infineon.com,,
冷却器,长城汽车股份有限公司,保定,供给稳定,中国汽车产业发展月刊,https://www.gwm.com.cn,,
方向盘,瑞士百得汽车技术有限公司,瑞士,供给缓解,欧洲汽车零部件协会,http://www.fia.com,,
导航系统,北京博泰科技股份有限公司,北京,供给良好,智能汽车技术发展报告,http://www.botaitech.com,,
轮胎,米其林（中国）投资有限公司,上海,供给稳定,中国轮胎制造商协会,http://www.michelin.com.cn,,
汽油发动机,电动动力有限公司,广东省深圳市,供给良好,新能源汽车论坛,http://www.electricpower.com.cn,,
GPS接收器,华为技术有限公司,深圳,供给稳定,中国通信产业发展报告,http://www.huawei.com,,
铝合金轮毂,南方铝业股份有限公司,广西省南宁市,供给紧张,铝行业协会,http://www.chinaluminium.org,,
发动机控制单元,博世集团,德国,供给稳定,国际汽车工程师协会,https://www.sae.org,,
涡轮增压器,日立汽车系统,日本,供给良好,亚洲汽车工程协会,http://www.hitachi-automotive.com,,
传感器,德州仪器（中国）有限公司,上海,供给稳定,中国半导体行业协会,http://www.ti.com.cn,,
驱动电机,宁德时代新能源科技股份有限公司,宁德,供给紧张,新能源汽车产业发展报告,https://www.catl.com,,
光纤传感器,英特尔（中国）有限公司,北京,供给稳定,国际光电产业协会,https://www.intel.cn,,
电池管理系统,拜尔电子科技有限公司,江苏省苏州市,供给良好,电池行业协会,http://www.bayerelectronics.com,,
智能互联模块,小米科技有限公司,北京,供给稳定,中国信息产业协会,https://www.mi.com,,
电动机,西门子（中国）有限公司,上海,供给良好,中国电机工程学会,https://www.csee.org.cn,,
刹车片,法国阿贝尔公司,法国,供给稳定,欧洲汽车零部件供应商联盟,https://www.eurosupplier.org,,
涡轮增压器,丰田汽车公司,北海道,供给紧张,日本汽车工业协会,https://www.jama.or.jp,,
控制单元,博世电子系统,德国,供给稳定,AUTOMOTIVE INDUSTRY ASSOCIATION,https://www.bosch.com,,
电池管理系统,LG化学,韩国,供给良好,韩国电池产业协会,https://www.kbpia.or.kr,,
车身控制模块,德尔福科技公司,南京,供给缓解,中国汽车协会,https://www.caa.org.cn,,
氢燃料电池,氢动力科技有限公司,深圳,供给紧张,新能源汽车发展报告,https://www.nev.com.cn,,
车载导航系统,高德地图科技公司,杭州,稳定供给,中国智能交通协会,https://www.china-it.com,,
车载摄像头,索尼中国有限公司,北京,供给稳定,视频监控产业协会,https://www.sony.com.cn,,
行驶记录仪,深圳市亿华通科技有限公司,深圳,供给稳定,中国智能网联汽车产业技术创新战略联盟,https://www.ictia.org.cn,,
油泵,普利司通（中国）有限公司,江苏省,供给良好,中国汽车零部件技术论坛,https://www.bridgestone.cn,,
液压油缸,力士乐（中国）有限公司,重庆,供给缓解,机械工业协会,https://www.renishaw.com,,
发动机控制单元,百度智能汽车公司,北京,供给稳定,中国智能汽车技术创新战略联盟,https://www.baidu.com,,
空气压缩机,艾默生电气（中国）有限公司,苏州,供给紧张,中国工程机械协会,https://www.emerson.com,,
气囊,大陆集团,德国,供给稳定,汽车安全技术专家论坛,https://www.continental.com,,
刹车系统,ATP Automotive,西班牙,供给良好,欧洲摩托车与汽车协会,https://www.atp-automotive.com,,
油气分离器,华晨宝马汽车有限公司,沈阳,供给稳定,中国汽车工业协会,http://www.bmw.com.cn,,
电动助力转向器,罗克韦尔自动化（中国）有限公司,上海,供给紧张,中国汽车电子协会,https://www.rockwellautomation.com,,
液压泵,安川电机株式会社,日本东京,供给稳定,日本机械工协会,https://www.jmtba.or.jp,,
炭素纤维,三菱化学公司,日本大阪,供给紧张,先进材料杂志,https://www.advancedmaterials.com,,
电动机,西门子股份公司,德国慕尼黑,供给良好,国际电机工程师协会,https://www.iec.ch,,
轮胎,米其林集团,法国克莱蒙费朗,供给稳定,国际轮胎委员会,http://www.itma.org,,
安全气囊,德尔福科技有限公司,美国密歇根州,供给缓解,汽车安全研究中心,https://www.iihs.org,,
空调压缩机,大金工业株式会社,日本大阪,供给稳定,日本空调协会,https://www.j-aircon.or.jp,,
发动机控制单元,博世汽车电子,德国斯图加特,供给良好,欧洲汽车电子协会,https://www.electronic-automotive.eu,,
汽车气门,伟巴斯特汽车零部件公司,德国慕尼黑,供给稳定,德国汽车供应链协会,http://www.vda.de,,
切割工具,瓦尔特工具公司,德国图宾根,供给紧张,国际机床协会,https://www.vdma.org,,
变频器,施耐德电气,法国巴黎,供给良好,电气设备行业协会,https://www.se.com,,
内燃机油,壳牌石油公司,荷兰海牙,供给稳定,世界润滑油协会,https://www.nlgia.org,,
传感器,恩智浦半导体,荷兰阿姆斯特丹,供给缓解,半导体行业协会,https://www.semiconductors.org,,
燃料电池,巴拉德动力系统公司,加拿大温哥华,供给稳定,国际氢能源协会,https://www.hydrogenfuelcell.org,,
车载充电器,华为技术有限公司,中国深圳,供给良好,中国电动车行业协会,http://www.evsociety.org.cn,,
电瓶,万里扬电池有限公司,广东省东莞,供给稳定,中国电池工业协会,https://www.cba.org.cn,,
悬挂系统,特斯拉公司,美国加州,供给紧张,电动汽车月刊,https://www.tesla.com,,
电子变速器,大陆集团,德国法兰克福,供给稳定,德国汽车技术协会,https://www.vda.org,,
刹车片,AP Racing,英国伯明翰,供给良好,国际汽车刹车委员会,http://www.apracing.com,,
发动机控制单元,首钢集团,北京,供给良好,中国汽车电子协会,https://www.caeca.org.cn,,
电动转向系统,大连万达集团,大连,供给稳定,中国汽车工业协会,https://www.caam.org.cn,,
排气控制阀,博世中国,苏州,供给紧张,国际排放控制技术论坛,https://www.bosch.com.cn,,
冷却系统,万里扬科技股份有限公司,南昌,供给稳定,中国汽车零部件市场报告,http://www.auto-parts.com.cn,,
刹车片,东风汽车零部件有限公司,武汉,供给良好,中国汽车零部件行业发展报告,http://www.dfauto.com.cn,,
空气悬挂系统,雅马哈发动机公司,昆山,供给缓解,国际汽车技术协会,https://www.yamaha.com,,
车载音响系统,创维集团,深圳,供给稳定,中国智能汽车研究院,http://www.scia.org.cn,,
前照灯,菲拉格慕集团,意大利,供给充足,国际照明与汽车协会,http://www.ferragamo.com,,
电池管理系统,宁德时代新能源科技股份有限公司,宁德,供给良好,新能源技术与市场报告,https://www.catl.com,,
悬挂系统,江铃汽车股份有限公司,南昌,供给稳定,江西汽车产业协会,http://www.jxca.org.cn,,
点火系统,长安汽车股份有限公司,重庆,供给稳定,中国汽车技术中心,http://www.catarc.com,,
变速箱,广汽集团,广州,供给紧张,中国商务部汽车产业政策分析,http://www.gacgroup.com,,
车载信息娱乐系统,华为技术有限公司,深圳,供给稳定,中国智能制造产业发展报告,https://www.huawei.com,,
电机驱动系统,比亚迪股份有限公司,深圳,供给良好,新能源电动汽车发展报告,https://www.byd.com,,
制动系统,涂料股份,延安,供给充足,中国制动器行业协会,http://www.cba.org.cn,,
传感器套件,三菱电机,日本,供给良好,日本汽车零部件委员会,https://www.mitsubishielectric.com,,
燃油泵,伟世通技术公司,美国,供给紧张,美国汽车行业协会,https://www.wixfilters.com,,
方向盘,兆丰科技股份有限公司,台湾,供给稳定,台湾地区汽车零配件协会,https://www.asiaauto.org,,
后视镜,德赛西威科技股份有限公司,合肥,供给缓解,中国镜子产业发展报告,http://www.durability.com,,
电动助力转向系统,伟世通汽车系统有限公司,广东省深圳,供给稳定,汽车电子行业展会,https://www.automotiveelectronicsworld.com,,
车载导航系统,华为技术有限公司,中国深圳,供给良好,智能交通研究中心,https://www.huawei.com,,
高压油泵,威尔特有限公司,意大利,供给紧张,国际汽车零部件展览会,https://www.automechanika.com,,
车身控制模块,博世电子有限公司,浙江省杭州,供给稳定,中国电子学会,https://www.bosch.com,,
动力总成控制单元,瑞萨电子株式会社,日本东京,供给良好,国内汽车电子市场分析,https://www.renesas.com,,
制动盘,中国汽车制动有限公司,上海,供给稳定,中国汽车零部件行业报告,https://www.cbrake.com.cn,,
车载音响系统,先锋电子株式会社,上海,供给良好,中国消费者电子展,https://www.pioneer.com,,
高性能刹车片,日立汽车系统,日本广岛,供给缓解,日本汽车质量评价报告,https://www.hitachi-automotive.com,,
电池管理系统,宁德时代新能源科技股份有限公司,宁德,供给紧张,电动车产业发展论坛,https://www.catl.com,,
空气悬挂系统,德国大陆集团,德国汉诺威,供给稳定,国际汽车零部件市场分析,https://www.continental.com,,
气缸盖,通用汽车公司,美国底特律,供给良好,汽车制造技术杂志,https://www.gm.com,,
雷达传感器,霍尼韦尔国际公司,新加坡,供给稳定,传感器技术报告,https://www.honeywell.com,,
进气歧管,上汽集团,上海,供给良好,汽车工业技术中心,https://www.sgmw.com,,
换挡机构,法雷奥汽车部件有限公司,法国巴黎,供给缓解,欧洲汽车零部件协会,https://www.valeo.com,,
蓄电池,比亚迪股份有限公司,广东省深圳,供给稳定,新能源车技术研究院,https://www.byd.com,,
车轮毂,南方工业集团,陕西省西安,供给良好,中国金属材料协会,http://www.cmma.org.cn,,
电机控制器,安波福公司,美国密歇根州,供给紧张,美国电动汽车协会,https://www.aptiv.com,,
车载芯片,中芯国际,上海,供给缓解,中国半导体行业发展报告,https://www.smics.com,,
离合器,东风汽车公司,湖北省武汉,供给稳定,中国汽车工程协会,https://www.dongfeng.com,,
电动机,日立电机有限公司,江苏省南京,供给稳定,中国电器工业协会,http://www.ceia.org.cn,,
车载导航系统,华为技术有限公司,广东省深圳,供给良好,车载技术研究中心,https://www.huawei.com,,
刹车片,福特汽车公司,美国密歇根州,供给紧张,国际刹车部件协会,https://www.ford.com,,
智能车载摄像头,海康威视,浙江省杭州,供给良好,中国安防行业协会,https://www.hikvision.com,,
涡轮发动机,通用电气公司,美国纽约州,供给缓解,国际航空发动机协会,https://www.ge.com,,
电子控制单元,德尔福科技公司,美国密歇根州,供给稳定,汽车电子技术协会,https://www.delphi.com,,
充电桩,特斯拉,美国加利福尼亚州,供给良好,电动车充电网络报告,https://www.tesla.com,,
冷却系统,博世集团,德国斯图加特,供给稳定,德国汽车工业协会,https://www.bosch.com,,
传感器模块,瑞萨电子株式会社,日本东京,供给缓解,日本电子工业协会,https://www.renesas.com,,
自动变速器,艾默生电气公司,中国江苏,供给稳定,动力传动技术期刊,https://www.emerson.com,,
电池管理系统,比亚迪股份有限公司,广东省深圳,供给紧张,电动汽车技术研究中心,https://www.byd.com,,
氢燃料电池,丰田汽车公司,日本爱知县,供给缓解,国际新能源汽车协会,https://www.toyota-global.com,,
数字仪表盘,大陆集团,德国法兰克福,供给稳定,国际汽车工程师协会,https://www.continental.com,,
动力总成系统,现代汽车公司,韩国首尔,供给良好,韩国汽车制造商协会,https://www.hyundai.com,,
四轮驱动系统,东风汽车公司,中国湖北,供给稳定,中国汽车工业协会,https://www.dfmc.com.cn,,
空气悬挂系统,麦格纳国际公司,加拿大安大略省,供给良好,国际汽车零部件制造商协会,https://www.magna.com,,
电动转向系统,博世集团,德国,供给稳定,汽车工程技术协会,https://www.bosch.com,,
后视镜系统,盖茨集团,美国伊利诺伊州,供给良好,国际汽车设计协会,https://www.gates.com,,
空气压缩机,阿特拉斯·科普柯,瑞典斯德哥尔摩,供给缓解,国际空压机协会,https://www.atlascopco.com,,
车载显示屏,华为技术有限公司,深圳,供给稳定,中国汽车电子行业协会,http://www.caeia.org.cn,,
电动机,比亚迪股份有限公司,深圳,供给良好,中国电动车产业发展报告,https://www.byd.com,,
安全气囊,日本高田公司,东京,供给缓解,国际气囊制造商协会,https://www.takata.com,,
氢燃料电池,丰田汽车公司,东京,供给稳定,汽车燃料电池技术回顾,https://www.toyota.com,,
动力转向系统,美利信汽车部件有限公司,重庆,供给紧张,汽车工业网络资讯,http://www.carnews.com.cn,,
车身控制模块,萨博汽车制造有限公司,瑞典,供给稳定,欧洲汽车技术协会,https://www.sab.com,,
轮胎,固特异轮胎公司,美国,供给良好,美国轮胎工业协会,https://www.goodyear.com,,
传感器套件,英飞凌科技股份公司,德国慕尼黑,供给缓解,国际半导体产业协会,https://www.infineon.com,,
