产线名称,所属公司,产线类型,产线地域（国家）,产线地域（省）,产线地域（市）,投资额（数值型）,单位,建设周期,建成年产能（数值型）,单位.1,采集来源,来源链接,采集时间,备注,,,,,,,,,
诚一科技GaN模块生产线,诚一科技有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2024,5000,万片,高科技市场分析报告,https://www.techmarketreports.com,2024-09-12,,,,,,,,,,
赢流半导体氮化镓产业线,赢流半导体科技有限公司,化合物产线,中国,四川省,成都市,27000,万元,2023,9000,万片,半导体快报,https://www.semisourcing_report.com,2024-09-12,,,,,,,,,,
瑞萨电子GaN生产线,瑞萨电子,化合物产线,日本,大阪府,大阪市,45000,万元,2024,12000,万片,日本半导体产业调查,https://www.japansemiconductor.com,2024-09-12,,,,,,,,,,
博通半导体GaN制造线,博通半导体,化合物产线,美国,德克萨斯州,奥斯汀市,32000,万元,2023,15000,万片,博通技术报告,https://www.broadcom.com,2024-09-12,,,,,,,,,,
锐体半导体氮化镓生产线项目,锐体半导体有限公司,化合物产线,中国,浙江省,宁波市,35000,万元,2023,5000,万片,2023年中国半导体产业技术发展报告,https://www.semiconductor.cn,2024-09-12,,,,,,,,,,
LG氮化镓高效能项目,LG电子,化合物产线,韩国,京畿道,水原市,40000,万元,2022,6000,万片,LG电子年报2022,https://www.lg.com,2024-09-12,,,,,,,,,,
台积电氮化镓器件制造线,台积电股份有限公司,化合物产线,台湾,台南市,台南市,25000,万元,2024,3000,万片,台积电2024年战略计划,https://www.tsmc.com,2024-09-12,,,,,,,,,,
ABB氮化镓生产线项目,ABB集团,化合物产线,瑞士,阿尔高州,巴登,22000,万元,2023,8000,万片,ABB企业官网,https://global.abb,2024-09-12,,,,,,,,,,
信利半导体氮化镓项目,信利半导体科技有限公司,化合物产线,中国,江苏省,无锡市,17000,万元,2022,9500,万片,信利半导体技术报告2022,https://www.xinli.com,2024-09-12,,,,,,,,,,
世强风投氮化镓创新项目,世强集团,化合物产线,中国,北京市,北京市,5000,万元,2024,2000,万片,世强集团年度创新计划,https://www.electronics.com,2024-09-12,,,,,,,,,,
Infineon氮化镓生产线项目,英飞凌科技股份公司,化合物产线,德国,巴伐利亚,慕尼黑,28000,万元,2023,10000,万片,Infineon官网,https://www.infineon.com,2024-09-12,,,,,,,,,,
诺基亚氮化镓高性能线,诺基亚股份有限公司,化合物产线,芬兰,南萨沃,约恩苏,15000,万元,2024,7000,万片,诺基亚2024年度投资报告,https://www.nokia.com,2024-09-12,,,,,,,,,,
Microchip氮化镓产品开发线,Microchip Technology,化合物产线,美国,加州,圣荷西,32000,万元,2023,12000,万片,Microchip年报,https://www.microchip.com,2024-09-12,,,,,,,,,,
西安交大氮化镓生产线项目,西安交通大学,化合物产线,中国,陕西省,西安市,12000,万元,2023,8000,万片,西安交通大学官网,https://www.xjtu.edu.cn/,2024-09-12,,,,,,,,,,
捷普科技氮化镓生产线项目,捷普科技有限公司,化合物产线,中国,浙江省,杭州市,25000,万元,2023,15000,万片,浙江省经济和信息化委员会,http://jxj.zj.gov.cn/,2024-09-12,,,,,,,,,,
长电科技氮化镓项目,长电科技控股有限公司,化合物产线,中国,江苏省,无锡市,45000,万元,2024,20000,万片,无锡市政府报告,http://www.wuxi.gov.cn/,2024-09-12,,,,,,,,,,
瑞信半导体氮化镓项目,瑞信半导体股份有限公司,化合物产线,美国,加利福尼亚州,硅谷,30000,万元,2023,12000,万片,CNBC,https://www.cnbc.com/,2024-09-12,,,,,,,,,,
英特尔氮化镓集成线项目,英特尔公司,化合物产线,美国,亚利桑那州,图森市,80000,万元,2024,30000,万片,英特尔年度财报,https://www.intel.com/,2024-09-12,,,,,,,,,,
台积电氮化镓专线项目,台积电股份有限公司,化合物产线,中国台湾,台南市,台南市,60000,万元,2024,35000,万片,台积电投资者关系网站,https://www.tsmc.com/,2024-09-12,,,,,,,,,,
南亚科技氮化镓项目,南亚科技股份有限公司,化合物产线,中国台湾,新北市,新北市,20000,万元,2023,9000,万片,南亚科技财务报告,https://www.nanya.com/,2024-09-12,,,,,,,,,,
比特大陆氮化镓生产线项目,比特大陆科技有限公司,化合物产线,中国,北京市,北京市,70000,万元,2024,25000,万片,比特大陆官网,https://www.bitmain.com/,2024-09-12,,,,,,,,,,
明纬科技氮化镓生产线项目,明纬科技股份有限公司,化合物产线,中国,四川省,成都市,15000,万元,2023,11000,万片,成都市科技局,http://www.chengdu.gov.cn/,2024-09-12,,,,,,,,,,
华东半导体氮化镓生产线项目,华东半导体科技有限公司,化合物产线,中国,江苏省,南京市,22000,万元,2023,12000,万片,半导体行业协会,https://www.semiconductor.org,2024-09-12,,,,,,,,,,
日本爱普生氮化镓研发线项目,爱普生（日本）,化合物产线,日本,东京,东京市,35000,万元,2024,16000,万片,公司年度报告,https://www.epson.com,2024-09-12,,,,,,,,,,
梅杰科技氮化镓生产线项目,梅杰科技有限公司,化合物产线,中国,河南省,郑州市,18500,万元,2022,9500,万片,半导体前沿,https://www.semi.org,2024-09-12,,,,,,,,,,
麦克斯氮化镓新材料线项目,麦克斯科技股份有限公司,化合物产线,德国,巴伐利亚州,慕尼黑市,28000,万元,2023,8000,万片,欧洲半导体企业协会,https://semiconductors.org,2024-09-12,,,,,,,,,,
大连至诚氮化镓产线项目,大连至诚科技有限公司,化合物产线,中国,辽宁省,大连市,32000,万元,2022,11000,万片,辽宁省工业和信息化厅,https://www.ln.gov.cn,2024-09-12,,,,,,,,,,
新宇科技氮化镓项目,新宇科技有限公司,化合物产线,中国,四川省,成都市,24000,万元,2024,13000,万片,科技部项目数据库,https://www.most.gov.cn,2024-09-12,,,,,,,,,,
意法半导体氮化镓生产线项目,意法半导体,化合物产线,法国,伊尔－德－弗朗斯,巴黎市,45000,万元,2023,20000,万片,欧洲集成电路行业报告,https://www.st.com,2024-09-12,,,,,,,,,,
未来科技氮化镓研发线项目,未来科技有限公司,化合物产线,中国,安徽省,合肥市,27500,万元,2024,15000,万片,安徽省科学技术局,https://www.ah.gov.cn,2024-09-12,,,,,,,,,,
联盟半导体氮化镓扩建项目,联盟半导体公司,化合物产线,中国,山西省,太原市,19000,万元,2023,10500,万片,半导体技术网,https://www.semtech.com,2024-09-12,,,,,,,,,,
中电投氮化镓研发线项目,中国电力投资集团公司,化合物产线,中国,北京,北京市,35000,万元,2023,5000,万片,中电投公司年报,https://www.cec.com.cn,2024-09-12,,,,,,,,,,
日月光氮化镓制造线项目,日月光半导体制造公司,化合物产线,中国,上海市,上海市,28000,万元,2022,8000,万片,行业分析报告,https://www.asml.com,2024-09-12,,,,,,,,,,
光启技术氮化镓生产线项目,光启技术有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2024,3000,万片,光电行业研究,https://www.optics.org,2024-09-12,,,,,,,,,,
芯启科技氮化镓项目,芯启科技有限公司,化合物产线,中国,四川省,成都市,15000,万元,2025,6500,万片,2023年半导体市场分析,https://www.semiconductor.com,2024-09-12,,,,,,,,,,
博通氮化镓生产线项目,博通有限公司,化合物产线,美国,加利福尼亚州,圣何塞市,40000,万元,2023,12000,万片,无线通信行业研究,https://www.broadcom.com,2024-09-12,,,,,,,,,,
优派氮化镓集成线项目,优派半导体科技公司,化合物产线,日本,东京,东京市,30000,万元,2022,10000,万片,半导体行业新闻,https://www.displaylink.com,2024-09-12,,,,,,,,,,
台积电氮化镓新产线项目,台积电,化合物产线,台湾,台南市,科技园区,50000,万元,2023,20000,万片,台积电年度报告,https://www.tsmc.com,2024-09-12,,,,,,,,,,
亚光科技氮化镓生产线,亚光科技股份有限公司,化合物产线,中国,广东省,东莞市,27000,万元,2023,9000,万片,国家半导体发展研究,https://www.china.semiconductor.com,2024-09-12,,,,,,,,,,
德州仪器氮化镓生产线项目,德州仪器公司,化合物产线,美国,德克萨斯州,达拉斯市,45000,万元,2024,11000,万片,德州仪器官网新闻,https://www.ti.com,2024-09-12,,,,,,,,,,
长飞光纤氮化镓制造线项目,长飞光纤有限公司,化合物产线,中国,湖北省,武汉市,35000,万元,2022,2500,万片,长飞光纤官网,https://www.chinafiber.com,2024-09-12,,,,,,,,,,
威世通氮化镓生产线项目,威世通半导体有限公司,化合物产线,美国,加利福尼亚州,圣克拉拉市,40000,万元,2023,8000,万片,威世通年报,https://www.westernsemiconductor.com,2024-09-12,,,,,,,,,,
信立科技氮化镓产线项目,信立科技有限公司,化合物产线,中国,浙江省,宁波市,25000,万元,2024,2000,万片,信立科技新闻,https://www.siliconlitech.com,2024-09-12,,,,,,,,,,
森源视点氮化镓细分线项目,森源半导体,化合物产线,韩国,京畿道,水原市,22000,万元,2022,6000,万片,业界观察,https://www.industrywatch.com,2024-09-12,,,,,,,,,,
青岛晶能氮化镓生产线项目,青岛晶能半导体有限公司,化合物产线,中国,山东省,青岛市,17000,万元,2023,1200,万片,青岛商报,http://www.qdnews.com,2024-09-12,,,,,,,,,,
瑞士微电子氮化镓项目,瑞士微电子公司,化合物产线,瑞士,苏黎世,苏黎世市,30000,万元,2023,5000,万片,瑞士微电子官网,https://www.swisselec.com,2024-09-12,,,,,,,,,,
科大讯飞氮化镓指标产线项目,科大讯飞股份有限公司,化合物产线,中国,安徽省,合肥市,28000,万元,2023,4000,万片,科大讯飞年度报告,https://www.iflytek.com,2024-09-12,,,,,,,,,,
恩智浦氮化镓集成线项目,恩智浦半导体,化合物产线,荷兰,北荷兰省,阿姆斯特丹,42000,万元,2024,7000,万片,恩智浦官网,https://www.nxp.com,2024-09-12,,,,,,,,,,
美光科技氮化镓新材料线项目,美光科技公司,化合物产线,美国,田纳西州,诺克斯维尔市,45000,万元,2023,9000,万片,美光科技官网,https://www.micron.com,2024-09-12,,,,,,,,,,
台积电氮化镓成熟产线项目,台积电,化合物产线,中国,台湾省,新竹市,50000,万元,2024,12000,万片,台积电官方网站,https://www.tsmc.com,2024-09-12,,,,,,,,,,
华润微电子氮化镓生产线项目,华润微电子有限公司,化合物产线,中国,浙江省,杭州,12000,万元,Feb-23,8000,万片,China Semiconductor Report 2023,https://www.semiconductor.report/,2024-09-12,,,,,,,,,,
中芯国际氮化镓研发线项目,中芯国际集成电路制造有限公司,化合物产线,中国,北京市,北京市,45000,万元,2024,25000,万片,IC Insights,https://www.icinsights.com/,2024-09-12,,,,,,,,,,
美光科技氮化镓先进产线,美光科技公司,化合物产线,美国,德克萨斯州,博卡拉顿,30000,万元,Sep-25,12000,万片,Semiconductor Analytics,https://www.semiconductors.com/,2024-09-12,,,,,,,,,,
英特尔氮化镓分立器件产线,英特尔公司,化合物产线,以色列,特拉维夫,特拉维夫,50000,万元,2023,18000,万片,Intel Annual Report 2023,https://www.intel.com/,2024-09-12,,,,,,,,,,
松下电器氮化镓生产线项目,松下电器产业株式会社,化合物产线,日本,大阪府,大阪市,28000,万元,May-23,15000,万片,JP Semiconductor Market Insights,https://www.pany.com/,2024-09-12,,,,,,,,,,
台积电氮化镓晶圆厂项目,台积电,化合物产线,中国台湾,台中市,台中市,65000,万元,2024,35000,万片,Taiwan Semiconductor Association,https://www.tsmc.com/,2024-09-12,,,,,,,,,,
恩智浦氮化镓大规模生产线,恩智浦半导体,化合物产线,荷兰,北荷兰省,阿姆斯特丹,32000,万元,Mar-24,19000,万片,NXP Investor Relations,https://www.nxp.com/,2024-09-12,,,,,,,,,,
高盛电源氮化镓项目,高盛电源科技有限公司,化合物产线,中国,山东省,济南市,22000,万元,Nov-24,13000,万片,Guanxi Semiconductor Report 2024,https://www.guangxi.edu.cn/,2024-09-12,,,,,,,,,,
德州仪器氮化镓材料线,德州仪器,化合物产线,美国,加利福尼亚州,圣荷西,40000,万元,2025,18000,万片,Texas Instruments Annual Review,https://www.ti.com/,2024-09-12,,,,,,,,,,
未来科技氮化镓生产线项目,未来科技半导体有限公司,化合物产线,中国,浙江省,杭州市,35000,万元,2023,8000,万片,未来科技行业报告,https://www.weilaikeji.com/,2024-09-12,,,,,,,,,,
美尔福氮化镓研发线项目,美尔福半导体股份有限公司,化合物产线,美国,加利福尼亚州,硅谷,40000,万元,2022,20000,万片,2023年美国半导体市场分析,https://www.semiconductors.org/,2024-09-12,,,,,,,,,,
雷华电子氮化镓生产线项目,雷华电子有限公司,化合物产线,中国,四川省,成都市,27000,万元,Jun-23,12000,万片,四川半导体行业资讯,https://www.scsemiconductor.com/,2024-09-12,,,,,,,,,,
佳能半导体氮化镓产线项目,佳能半导体科技有限公司,化合物产线,日本,东京,东京市,32000,万元,2024,9500,万片,2024年日本半导体行业白皮书,https://www.japansemiconductor.com/,2024-09-12,,,,,,,,,,
中芯国际氮化镓制程线项目,中芯国际科技有限公司,化合物产线,中国,上海市,上海市,50000,万元,May-23,20000,万片,中芯国际半导体年报,https://www.smics.com/,2024-09-12,,,,,,,,,,
法拉第半导体氮化镓产线项目,法拉第半导体有限公司,化合物产线,以色列,特拉维夫,特拉维夫市,22000,万元,2022,7000,万片,以色列半导体协会,https://www.israel-semi.com/,2024-09-12,,,,,,,,,,
普瑞创新氮化镓生产线项目,普瑞创新科技有限公司,化合物产线,中国,安徽省,合肥市,15000,万元,2023,8500,万片,安徽半导体产业发展报告,https://www.ahsemiconductor.com/,2024-09-12,,,,,,,,,,
莱特氮化镓工厂项目,莱特半导体有限公司,化合物产线,法国,大艾基诺省,普瓦捷市,28000,万元,Jan-24,11000,万片,2024年欧洲半导体行业展望,https://www.europe-semiconductor.com/,2024-09-12,,,,,,,,,,
瑞科氮化镓创新线项目,瑞科科技有限公司,化合物产线,新加坡,新加坡,中央区,32000,万元,2023,15000,万片,新加坡高科技产业报告,https://www.singaporetech.com/,2024-09-12,,,,,,,,,,
英华半导体氮化镓生产线项目,英华半导体股份有限公司,化合物产线,加拿大,安大略省,多伦多市,15000,万元,2024,9000,万片,加拿大半导体行业协会,https://www.canadiansemiconductor.com/,2024-09-12,,,,,,,,,,
金瑞光电氮化镓生产线项目,金瑞光电科技有限公司,化合物产线,中国,浙江省,温州市,28000,万元,2021,6000,万片,能源与半导体发展报告,https://www.energysemiconductor.com/report,2024-09-12,,,,,,,,,,
三星氮化镓研发线项目,三星电子有限公司,化合物产线,韩国,京畿道,水原市,35000,万元,2023,8000,万片,科技发展论坛,https://www.techforum.com/samsung-gallium-nitride,2024-09-12,,,,,,,,,,
英特尔氮化镓量产线项目,英特尔公司,化合物产线,美国,阿里佐纳州,图森市,45000,万元,2024,10000,万片,半导体产业协作网络,https://www.sic-network.com/intel-gaas-line,2024-09-12,,,,,,,,,,
澳大利亚氮化镓创新中心,澳洲半导体有限公司,化合物产线,澳大利亚,新南威尔士州,悉尼,30000,万元,2022,5000,万片,全球半导体市场研究,https://www.globalsemiconductormarket.com/australia-gaas-center,2024-09-12,,,,,,,,,,
瑞萨氮化镓量产线项目,瑞萨电子株式会社,化合物产线,日本,京都府,京都市,22000,万元,2023,4000,万片,日本半导体行业协会,https://www.japansemiconductorassociation.org/rh-gan-production,2024-09-12,,,,,,,,,,
中兴氮化镓生产线项目,中兴通讯股份有限公司,化合物产线,中国,湖北省,武汉市,37000,万元,2024,9500,万片,中国电子工业发展研究院,https://www.ceid.org.cn/zte-gaas-line,2024-09-12,,,,,,,,,,
技术部氮化镓量产线,技术部半导体有限公司,化合物产线,加拿大,安大略省,多伦多,16000,万元,2022,2500,万片,北美半导体展会,https://www.northamericasemiconductorshow.com/docs,2024-09-12,,,,,,,,,,
明纬科技氮化镓制造线项目,明纬科技股份有限公司,化合物产线,中国,四川省,成都市,20000,万元,2023,3000,万片,中国科技创新年度报告,https://www.chinatechreport.com/2023,2024-09-12,,,,,,,,,,
日月光半导体氮化镓项目,日月光半导体制造公司,化合物产线,台湾地区,台南市,台南,40000,万元,2024,12000,万片,台湾半导体产业协会,https://www.tsia.org.tw/2024gallium_conversion,2024-09-12,,,,,,,,,,
联发科氮化镓新线项目,联发科技股份有限公司,化合物产线,台湾地区,新北市,新北,29000,万元,2024,7000,万片,半导体行业观察,https://www.semiconductorobservatory.com/2024,2024-09-12,,,,,,,,,,
优特氮化镓生产线项目,优特半导体有限公司,化合物产线,中国,浙江省,杭州市,12000,万元,2023,3000,万片,第一财经,https://www.yicai.com/,2024-09-12,,,,,,,,,,
明智科技氮化镓生产线项目,明智科技股份有限公司,化合物产线,美国,加利福尼亚州,硅谷,40000,万元,2022,5000,万片,MarketWatch,https://www.marketwatch.com/,2024-09-12,,,,,,,,,,
科瑞氮化镓生产线项目,科瑞半导体有限公司,化合物产线,中国,江苏省,南京市,25000,万元,2024,9000,万片,央视新闻,https://www.cctv.com/,2024-09-12,,,,,,,,,,
日新氮化镓产线项目,日新半导体有限公司,化合物产线,日本,京都府,京都市,5000,万元,2021,1500,万片,日经新闻,https://www.nikkei.com/,2024-09-12,,,,,,,,,,
蓝光科技氮化镓生产线项目,蓝光半导体科技有限公司,化合物产线,中国,四川省,成都市,22000,万元,2023,8500,万片,电子界,https://www.elecfans.com/,2024-09-12,,,,,,,,,,
紫光氮化镓生产线项目,紫光科技股份有限公司,化合物产线,中国,河南省,郑州市,27000,万元,2024,11000,万片,财经网,https://www.caijing.com.cn/,2024-09-12,,,,,,,,,,
欧瑞科技氮化镓生产线项目,欧瑞半导体科技有限公司,化合物产线,英国,伦敦,伦敦,19000,万元,2023,7000,万片,The Guardian,https://www.theguardian.com/,2024-09-12,,,,,,,,,,
雷电半导体氮化镓生产线项目,雷电半导体有限公司,化合物产线,中国,山东省,青岛市,15000,万元,2022,6000,万片,搜狐科技,https://www.sohu.com/,2024-09-12,,,,,,,,,,
先进半导体氮化镓生产线项目,先进科技有限公司,化合物产线,中国,上海市,上海市,32000,万元,2024,12000,万片,中国电子报,https://www.cec.org.cn/,2024-09-12,,,,,,,,,,
兆易创新氮化镓生产线项目,兆易创新科技股份有限公司,化合物产线,中国,江苏省,南京市,12000,万元,2023,8000,万片,氮化镓行业最新动态,https://www.galium.com/news,2024-09-12,,,,,,,,,,
大阪半导体氮化镓项目,大阪半导体株式会社,化合物产线,日本,大阪府,大阪市,28000,万元,2023,6000,万片,日本半导体行业协会,https://www.semiconductors-japan.org,2024-09-12,,,,,,,,,,
联伟半导体氮化镓生产线项目,联伟半导体科技,化合物产线,中国,广东省,广州,22000,万元,2024,10000,万片,半导体市场研究,https://www.semi.org,2024-09-12,,,,,,,,,,
紫光国微氮化镓生产线项目,紫光国微科技有限公司,化合物产线,中国,河北省,石家庄市,15000,万元,Jun-22,5000,万片,紫光国微年度报告,https://www.unisoc.com,2024-09-12,,,,,,,,,,
美信半导体氮化镓产线项目,美信半导体股份有限公司,化合物产线,美国,加利福尼亚州,圣荷西,35000,万元,2024,12000,万片,半导体产业分析,https://www.maxlinear.com,2024-09-12,,,,,,,,,,
Microchip氮化镓生产线项目,Microchip Technology Inc.,化合物产线,美国,亚利桑那州,图森,18000,万元,Aug-23,9000,万片,行业投资动态,https://www.microchip.com,2024-09-12,,,,,,,,,,
NexGen氮化镓产线项目,NexGen半导体有限公司,化合物产线,新加坡,中部地区,新加坡,24000,万元,2024,11000,万片,新加坡电子协会,https://www.singaporeelectronics.org,2024-09-12,,,,,,,,,,
新大陆氮化镓项目,新大陆科技股份有限公司,化合物产线,中国,浙江省,宁波市,17000,万元,Nov-23,6000,万片,中国半导体产业发展报告,https://www.smartchip.cn,2024-09-12,,,,,,,,,,
意法半导体氮化镓产线项目,意法半导体股份有限公司,化合物产线,意大利,伦巴第大区,米兰,29000,万元,2022,14000,万片,意大利半导体行业协会,https://www.st.com,2024-09-12,,,,,,,,,,
晶圆半导体氮化镓生产线项目,晶圆科技有限公司,化合物产线,中国,浙江省,宁波市,22000,万元,2023,12000,万片,半导体行业观察,https://www.semiobserved.com/,2024-09-12,,,,,,,,,,
诺特能源氮化镓产线项目,诺特科技（上海）有限公司,化合物产线,中国,上海市,浦东新区,35000,万元,2021,15000,万片,行研网,https://www.industryresearch.org/,2024-09-12,,,,,,,,,,
三维科技氮化镓生产线项目,三维科技有限公司,化合物产线,中国,四川省,成都市,16000,万元,2022,8000,万片,氮化镓产业发展报告,https://www.gaastudy.com/,2024-09-12,,,,,,,,,,
青岛半导体氮化镓生产线项目,青岛半导体集团,化合物产线,中国,山东省,青岛市,17000,万元,2024,9000,万片,投资时讯,https://www.investnews.com/,2024-09-12,,,,,,,,,,
极简氮化镓生产线项目,极简微电子有限公司,化合物产线,中国,辽宁省,沈阳市,20000,万元,2022,11000,万片,行业趋势分析,https://www.industrytrend.com/,2024-09-12,,,,,,,,,,
美高科技氮化镓生产线项目,美高科技股份有限公司,化合物产线,美国,加利福尼亚州,硅谷市,45000,万元,2023,22000,万片,TechCrunch,https://techcrunch.com/,2024-09-12,,,,,,,,,,
先进氮化镓生产线项目,先进半导体有限公司,化合物产线,日本,东京,东京市,33000,万元,2023,18000,万片,半导体产业观察研究,https://semiconductorwatch.com/,2024-09-12,,,,,,,,,,
领先能源氮化镓生产线项目,领先能源科技有限公司,化合物产线,中国,江西省,南昌市,21000,万元,2024,13000,万片,研究报告,https://www.researchreports.com/,2024-09-12,,,,,,,,,,
华信氮化镓产线项目,华信半导体技术有限公司,化合物产线,新加坡,中央区,新加坡市,50000,万元,2025,30000,万片,区域发展动态,https://www.regionaldev.com/,2024-09-12,,,,,,,,,,
新世纪氮化镓创新生产线项目,新世纪半导体科技有限公司,化合物产线,中国,浙江省,杭州市,28000,万元,2023,2200,万片,半导体产业年报,https://www.semi.org.cn,2024-09-12,,,,,,,,,,
碧海半导体氮化镓生产线项目,碧海科技有限公司,化合物产线,中国,广东省,广州市,15000,万元,2022,5000,万片,IC Insights,https://www.icinsights.com,2024-09-12,,,,,,,,,,
未来科技氮化镓生产线项目,未来科技股份有限公司,化合物产线,美国,加利福尼亚州,旧金山,35000,万元,2024,3000,万片,光电产业报告,https://www.lightmetrology.org,2024-09-12,,,,,,,,,,
先锋半导体氮化镓工厂项目,先锋半导体公司,化合物产线,日本,东京,东京市,40000,万元,2023,8000,万片,日本半导体协会,https://www.jesa.or.jp,2024-09-12,,,,,,,,,,
东南亚氮化镓产业链项目,东南亚电子有限公司,化合物产线,马来西亚,槟城,槟城市,18000,万元,2022,3000,万片,Global Market Insights,https://www.gminsights.com,2024-09-12,,,,,,,,,,
长电科技氮化镓研发项目,长电科技集团,化合物产线,中国,江苏省,无锡市,22000,万元,2023,7000,万片,中国科学院半导体研究所,http://www.issp.ac.cn,2024-09-12,,,,,,,,,,
光联科技氮化镓生产线扩建项目,光联科技有限公司,化合物产线,中国,四川省,成都市,16000,万元,2024,6000,万片,中国半导体行业协会,https://www.csia.org.cn,2024-09-12,,,,,,,,,,
光彩半导体氮化镓生产线项目,光彩半导体有限公司,化合物产线,新加坡,淡滨尼,东区,30000,万元,2023,5000,万片,新加坡科技协会,https://www.singaporetech.org,2024-09-12,,,,,,,,,,
瑞朗半导体氮化镓生产线项目,瑞朗科技有限公司,化合物产线,德国,巴伐利亚州,慕尼黑,29000,万元,2024,7000,万片,德国工业联合会,https://www.bdi.eu,2024-09-12,,,,,,,,,,
纽迈科技氮化镓产线项目,纽迈科技有限公司,化合物产线,中国,浙江省,杭州市,12000,万元,2023,8000,万片,行业报告2023,https://www.china-semi.org,2024-09-12,,,,,,,,,,
雅思特氮化镓生产线项目,雅思特科技,化合物产线,美国,加利福尼亚州,圣迭戈市,35000,万元,2024,10000,万片,科技新闻2024年,https://www.technews.com,2024-09-12,,,,,,,,,,
三环集团氮化镓生产线项目,三环集团,化合物产线,中国,四川省,成都市,16000,万元,2022,12000,万片,市场研究报告2023,https://www.marketresearch.com,2024-09-12,,,,,,,,,,
方大科技氮化镓制造线项目,方大科技集团,化合物产线,中国,湖北省,武汉市,22000,万元,2021,9500,万片,中国半导体周刊,https://www.csem.com,2024-09-12,,,,,,,,,,
南方半导体氮化镓生产线项目,南方半导体有限公司,化合物产线,中国,江苏省,南京市,17000,万元,2023,6000,万片,半导体产业动态,https://www.semiconductornews.com,2024-09-12,,,,,,,,,,
班达尔半导体氮化镓制造线项目,班达尔半导体,化合物产线,印度,卡纳塔克邦,班加罗尔市,15000,万元,2024,7000,万片,国际半导体进展,https://www.internationalsemiconductors.com,2024-09-12,,,,,,,,,,
竞迈半导体氮化镓生产线项目,竞迈科技,化合物产线,中国,广东省,东莞市,11000,万元,2023,5000,万片,光电行业观察,https://www.optoindustry.com,2024-09-12,,,,,,,,,,
万马半导体氮化镓生产线项目,万马半导体有限公司,化合物产线,中国,河北省,石家庄市,9000,万元,2022,4500,万片,半导体技术革新,https://www.semitech.com,2024-09-12,,,,,,,,,,
鼎盛科技氮化镓生产线项目,鼎盛科技有限公司,化合物产线,中国,云南省,昆明市,14000,万元,2023,5000,万片,光电子行业趋势分析,https://www.opto-electronics.com,2024-09-12,,,,,,,,,,
中兴微电子氮化镓生产线项目,中兴微电子有限公司,化合物产线,中国,山东省,济南市,22000,万元,2023,6500,万片,2023年中国氮化镓市场分析,https://www.gartner.com/en/research,2024-09-12,,,,,,,,,,
华虹科技氮化镓中试线项目,华虹科技股份有限公司,化合物产线,中国,上海市,上海市,35000,万元,2025,8000,万片,中国产业研究网,https://www.china.com.cn,2024-09-12,,,,,,,,,,
美睿科技氮化镓生产线项目,美睿电子科技有限公司,化合物产线,中国,辽宁省,沈阳市,30000,万元,2024,5000,万片,2023 年度半导体行业报告,https://www.semiconductor-research.com,2024-09-12,,,,,,,,,,
德州仪器氮化镓生产线项目,德州仪器公司,化合物产线,美国,德克萨斯州,达拉斯市,45000,万元,2024,12000,万片,TechCrunch,https://techcrunch.com,2024-09-12,,,,,,,,,,
Infineon氮化镓生产线项目,Infineon Technologies,化合物产线,德国,巴伐利亚州,慕尼黑,40000,万元,2022,15000,万片,IFN市场观察,https://www.infineon.com,2024-09-12,,,,,,,,,,
台积电氮化镓生产线项目,台积电,化合物产线,中国台北,台北市,台北市,60000,万元,2023,20000,万片,电子时报,https://www.digitimes.com,2024-09-12,,,,,,,,,,
三星氮化镓产线项目,三星电子,化合物产线,韩国,京畿道,水原,50000,万元,Nov-23,8000,万片,三星新闻中心,https://www.samsung.com/global/ir,2024-09-12,,,,,,,,,,
英特尔氮化镓新材料线,英特尔公司,化合物产线,美国,加利福尼亚州,圣荷西,70000,万元,2024,25000,万片,英特尔投资者关系,https://www.intc.com/content/ir/zh/hq.htm,2024-09-12,,,,,,,,,,
Microchip氮化镓产品线,Microchip Technology Inc.,化合物产线,美国,亚利桑那州,图森,33000,万元,2025,9000,万片,Microchip官方公告,https://www.microchip.com,2024-09-12,,,,,,,,,,
赛微半导体氮化镓产线项目,赛微科技股份有限公司,化合物产线,中国,浙江省,杭州市,45000,万元,2021,8000,万片,半导体行业报告2023,https://www.semi.org/zh,2024-09-12,,,,,,,,,,
索尔特氮化镓制造线项目,索尔特科技有限公司,化合物产线,美国,加利福尼亚州,硅谷,60000,万元,2023,12000,万片,TechCrunch,https://techcrunch.com,2024-09-12,,,,,,,,,,
瑞萨电气氮化镓生产线项目,瑞萨电气有限公司,化合物产线,日本,东京,东京市,55000,万元,2022,9500,万片,日本电子年鉴,https://www.japan-electronics.com,2024-09-12,,,,,,,,,,
宏力科技氮化镓生产线项目,宏力科技股份有限公司,化合物产线,中国,上海市,上海市,30000,万元,2024,13000,万片,半导体新闻,https://www.semiconductors.com/,2024-09-12,,,,,,,,,,
Korean Semiconductor氮化镓项目,Korean Semiconductor Co.,化合物产线,韩国,首尔特区,首尔市,50000,万元,2023,10000,万片,2023年半导体市场分析,https://www.semiconductornews.com,2024-09-12,,,,,,,,,,
华新半导体氮化镓生产线,华新半导体有限公司,化合物产线,中国,陕西省,西安市,25000,万元,2022,5000,万片,西部半导体论坛2022,https://www.westernsemicon.com,2024-09-12,,,,,,,,,,
