登记号,地方标准,合成生物技术名称,合成生物技术类型,试验状态,试验分期,试验分类,申办者单位,试验机构,登记日期,试验开始时间,试验终止时间,最新状态日期,规范企业名称,注册受理号,股票代码,申报类型,规范企业名称.1,采集来源,来源链接,采集时间,备注
2023SR0183456,DB/T1112-2023,合成植物基因组,植物改良,已完成,最后阶段,应用研究,南京植物基因组研究所,南京农业大学,2023-02-05,2023-02-20,2024-02-19,2024-10-15,南京植物基因组研究所,GHZYLZC2100011,BK1181,新技术申请,南京植物基因组研究所,中国科学报,https://www.stdaily.com/index/keji,2024-09-23,
2023SR0184567,DB/T1314-2023,合成代谢工程,代谢工程,正在进行,第一阶段,实验室研究,广州生物科技公司,中山大学,2023-04-03,2023-04-15,2025-04-14,2024-10-12,广州生物科技公司,GHZYLZC2100002,BK1182,新技术申请,广州生物科技公司,生物技术进展,https://www.biotechprogress.com/,2024-09-23,
2023SR0186789,DB/T1415-2023,新型疫苗开发,疫苗研发,正在进行,第二阶段,临床试验,武汉生物科技研究所,华中科技大学,2023-03-20,2023-04-10,2025-04-09,2024-10-08,武汉生物科技研究所,GHZYLZC2100003,BK1183,新技术申请,武汉生物科技研究所,医药科技新闻,https://www.pharmnews.com/,2024-09-23,
2023SR0188901,DB/T1516-2023,大肠杆菌合成路径重组,微生物工程,已完成,第三阶段,应用研究,西安生物工程研究院,西安交通大学,2023-05-01,2023-05-15,2024-05-14,2024-10-03,西安生物工程研究院,GHZYLZC2100004,BK1184,新技术申请,西安生物工程研究院,生命科学论坛,https://www.lifescienceforum.com/,2024-09-23,
2023SR0182346,DB/T1617-2023,合成肉生产技术,食品生物技术,正在进行,第一阶段,工业化生产,成都生物科技有限公司,电子科技大学,2023-06-10,2023-06-20,2025-06-19,2024-10-11,成都生物科技有限公司,GHZYLZC2100005,BK1175,新技术申请,成都生物科技有限公司,食品科技新闻网,https://www.foodtechnews.com/,2024-09-23,
2023SR0201856,DB/T1718-2023,合成生物材料,新材料技术,已完成,最后阶段,材料研发,杭州合成生物研究中心,浙江大学,2023-07-15,2023-07-30,2024-07-29,2024-10-09,杭州合成生物研究中心,GHZYLZC2100006,BK1176,新技术申请,杭州合成生物研究中心,新材料开发网,https://www.newmaterialdev.com/,2024-09-23,
2023SR0201873,DB/T1819-2023,微生物燃料技术,能源生物技术,正在进行,第二阶段,工业化生产,沈阳生物能源公司,东北大学,2023-08-01,2023-08-10,2025-08-09,2024-10-10,沈阳生物能源公司,GHZYLZC2100007,BK1177,新技术申请,沈阳生物能源公司,能源近期动态,https://www.energyupdates.com/,2024-09-23,
2023SR0201891,DB/T1920-2023,合成生物药物,药品开发,正在进行,第一阶段,临床试验,天津合成生物制药公司,南开大学,2023-09-05,2023-09-15,2025-09-14,2024-10-07,天津合成生物制药公司,GHZYLZC2100008,BK1178,新技术申请,天津合成生物制药公司,药品科学研究,https://www.drugresearch.com/,2024-09-23,
2023SR0201824,DB/T2345-2023,合成生物燃料技术,能源合成,已完成,结束阶段,商业化开发,北京清洁能源公司,清华大学,2023-02-20,2023-03-01,2024-02-28,2024-10-12,北京清洁能源公司,GHZYLZC2100009,BK1179,新技术申请,北京清洁能源公司,能源与环境科技,https://www.energy-technology.com,2024-09-23,
2023SR0201847,DB/T3456-2023,生态合成生物技术,生态工程,正在进行,第二阶段,现场实验,杭州环保技术研究院,浙江大学,2023-04-05,2023-05-01,2025-04-30,2024-10-12,杭州环保技术研究院,GHZYLZC2100010,BK1180,新技术申请,杭州环保技术研究院,绿色中国环保网,https://www.green-china.org,2024-09-23,
2023SR0201962,DB/T4567-2023,生物传感器开发,生物医学,正在进行,第三阶段,医疗研发,武汉医疗科技有限公司,华中科技大学,2023-06-10,2023-07-01,2024-12-31,2024-10-12,武汉医疗科技有限公司,GHZYLZC2100002,BK1181,新技术申请,武汉医疗科技有限公司,医学创新论坛,https://www.medicalinnovationforum.com,2024-09-23,
2023SR0201953,DB/T5671-2023,再生医学合成技术,生物治疗,即将开始,计划阶段,临床试验,广州生物医学公司,中山大学,2023-07-15,2023-08-01,2025-07-31,2024-10-12,广州生物医学公司,GHZYLZC2100003,BK1182,新技术申请,广州生物医学公司,生命科学研究,https://www.lifesciencesresearch.com,2024-09-23,
2023SR0201841,DB/T6789-2023,植物基因合成技术,农业生物技术,正在进行,第一阶段,试验田实验,北京农业科技发展公司,中国农业大学,2023-06-25,2023-07-15,2024-07-14,2024-10-12,北京农业科技发展公司,GHZYLZC2100004,BK1183,新技术申请,北京农业科技发展公司,农业科技网,https://www.agriculture-tech.com,2024-09-23,
2023SR0201987,DB/T7890-2023,新型疫苗开发技术,生物防护,正在进行,第三阶段,临床实验,成都公共卫生研究院,四川大学,2023-08-12,2023-09-01,2025-08-31,2024-10-12,成都公共卫生研究院,GHZYLZC2100005,BK1184,新技术申请,成都公共卫生研究院,公共卫生日报,https://www.publichealthdaily.com,2024-09-23,
2023SR0201924,DB/T8901-2023,生物可降解材料合成技术,材料工程,已完成,结束阶段,材料研究,南京新材料科技有限公司,南京大学,2023-09-01,2023-09-15,2024-09-14,2024-10-12,南京新材料科技有限公司,GHZYLZC2100006,BK1174,新技术申请,南京新材料科技有限公司,材料科学日报,https://www.materialsscience.com,2024-09-23,
2023SR0288912,DB/T1357-2023,合成植物抗病性基因,植物生物技术,正在进行,第一阶段,实验室研究,广州生物研究所,华南农业大学,2023-06-30,2023-07-15,2024-07-14,2024-10-12,广州生物研究所,GHZYLZC2100007,BK2385,新技术申请,广州生物研究所,科技快报,https://scienceqk.com/,2024-09-23,
2023SR0185473,DB/T2468-2023,细胞工厂合成蛋白,合成生物学,正在进行,第二阶段,工业化生产,杭州合成科技公司,浙江大学,2023-08-01,2023-08-15,2025-08-14,2024-10-12,杭州合成科技公司,GHZYLZC2100008,BK9631,新技术申请,杭州合成科技公司,合成生物学研究,https://www.synbio-research.net/,2024-09-23,
2023SR0274521,DB/T3579-2023,合成代谢通路设计,代谢工程,正在进行,第三阶段,系统生物学,成都生物科技中心,四川大学,2023-09-15,2023-10-01,2025-09-30,2024-10-12,成都生物科技中心,GHZYLZC2100009,BK4528,新技术申请,成都生物科技中心,生物技术前沿,https://www.biotechfrontiers.com/,2024-09-23,
2023SR0167348,DB/T4680-2023,动物细胞再生,细胞工程,已完成,结束阶段,临床试验,南京生物科技公司,南京农业大学,2023-05-05,2023-05-20,2024-05-19,2024-10-12,南京生物科技公司,GHZYLZC2100010,BK7813,技术转让,南京生物科技公司,中国生物技术网,https://www.cnbio.net/,2024-09-23,
2023SR0258796,DB/T5791-2023,生物燃料合成,可再生能源,正在进行,第一阶段,实验室研究,武汉能源研究所,华中科技大学,2023-04-20,2023-05-01,2025-04-30,2024-10-12,武汉能源研究所,GHZYLZC2100002,BK5792,新技术申请,武汉能源研究所,生物新技术,https://www.biotechnewtech.com/,2024-09-23,
2023SR0345679,DB/T6802-2023,合成病毒疫苗,疫苗开发,正在进行,第二阶段,临床试验,西安生物医药公司,西安交通大学,2023-07-10,2023-07-25,2025-07-24,2024-10-12,西安生物医药公司,GHZYLZC2100003,BK8467,新技术申请,西安生物医药公司,医学前沿,https://www.medicalfrontiers.com/,2024-09-23,
2023SR0112345,DB/T7903-2023,基因组编辑技术优化,基因编辑,已完成,结束阶段,临床试验,天津基因科技股份有限公司,南开大学,2023-03-05,2023-03-20,2024-03-19,2024-10-12,天津基因科技股份有限公司,GHZYLZC2100004,BK3420,技术改进,天津基因科技股份有限公司,基因编辑周刊,https://genomeeditweek.com/,2024-09-23,
2023SR0228904,DB/T8904-2023,生物传感器开发,传感器技术,正在进行,第一阶段,应用研究,厦门传感技术公司,厦门大学,2023-06-10,2023-06-25,2025-06-24,2024-10-12,厦门传感技术公司,GHZYLZC2100005,BK1594,新技术申请,厦门传感技术公司,传感器研究论坛,https://www.sensorsforum.com/,2024-09-23,
2023SR0398765,DB/T2345-2023,合成食用植物,植物工程,正在进行,第一阶段,农业实验,广州农业科技公司,中山大学,2023-06-15,2023-07-01,2024-06-30,2024-10-12,广州农业科技公司,GHZYLZC2100006,BK2048,新技术申请,广州农业科技公司,农业与生物技术杂志,https://www.agriandbiotechjournal.com,2024-09-23,
2023SR0145632,DB/T3456-2023,合成牛奶生产技术,食品工程,正在进行,第二阶段,工业化生产,杭州食品科技公司,浙江大学,2023-07-10,2023-08-01,2025-07-31,2024-10-12,杭州食品科技公司,GHZYLZC2100007,BK1245,新技术申请,杭州食品科技公司,食品科技论坛,https://www.foodtechforum.com,2024-09-23,
2023SR0283947,DB/T4567-2023,生物燃料合成技术,能源工程,已完成,第三阶段,产业示范,成都清洁能源公司,四川大学,2023-08-20,2023-09-01,2024-08-31,2024-10-12,成都清洁能源公司,GHZYLZC2100008,ZK9876,新产品申请,成都清洁能源公司,可再生能源学报,https://www.renewablejournal.com,2024-09-23,
2023SR0185723,DB/T5671-2023,合成基因疫苗,生物医药,正在进行,第一阶段,医疗研究,武汉生物医药研究所,华中科技大学,2023-09-15,2023-10-01,2025-09-30,2024-10-12,武汉生物医药研究所,GHZYLZC2100009,JK4567,新技术申请,武汉生物医药研究所,生物医学新闻,https://www.biomednews.com,2024-09-23,
2023SR0194832,DB/T6789-2023,3D生物打印技术,生物工程,已完成,第三阶段,实验室研究,南京生物科技公司,南京大学,2023-10-12,2023-11-01,2024-10-31,2024-10-12,南京生物科技公司,GHZYLZC2100010,MK1789,新技术申请,南京生物科技公司,生物打印技术期刊,https://www.bioprintingjournal.com,2024-09-23,
2023SR0281754,DB/T7890-2023,新型抗生素合成技术,医药研发,正在进行,第二阶段,临床实验,西安生物医药有限公司,西安交通大学,2023-11-01,2023-11-15,2025-10-14,2024-10-12,西安生物医药有限公司,GHZYLZC2100011,CK2345,新技术申请,西安生物医药有限公司,药品研发报告,https://www.drugdevelopmentreport.com,2024-09-23,
2023SR0183645,DB/T8901-2023,微藻生物燃料技术,环境工程,正在进行,第一阶段,实验室研究,青岛环境科技公司,青岛科技大学,2023-12-01,2023-12-15,2025-11-30,2024-10-12,青岛环境科技公司,GHZYLZC2100002,RQ5432,新技术申请,青岛环境科技公司,环境科学期刊,https://www.environmentalsciencejournal.com,2024-09-23,
2023SR0275619,DB/T2345-2023,合成植物疫苗,植物生物技术,正在进行,第一阶段,实验室研究,南京绿色科技有限公司,南京农业大学,2023-07-05,2023-08-01,2024-07-31,2024-10-12,南京绿色科技有限公司,GHZYLZC2100003,SK6781,新技术申请,南京绿色科技有限公司,现代农业,https://www.modernagriculture.cn/,2024-09-23,
2023SR0290481,DB/T3456-2023,微生物发酵与合成,工业微生物,正在进行,第二阶段,工业化生产,广州生物防治研究院,华南理工大学,2023-06-15,2023-07-01,2025-06-30,2024-10-12,广州生物防治研究院,GHZYLZC2100004,QL1234,新技术申请,广州生物防治研究院,生物工业网,https://www.bioindustry.cn/,2024-09-23,
2023SR0189204,DB/T4567-2023,合成氨基酸,氨基酸合成,已完成,第三阶段,工业化生产,天津合成生物公司,天津大学,2023-08-10,2023-09-01,2024-08-31,2024-10-12,天津合成生物公司,GHZYLZC2100005,TK9870,新技术申请,天津合成生物公司,科学网,https://www.sciencenet.cn/,2024-09-23,
2023SR0207316,DB/T5679-2023,蛋白质合成平台,合成生物学,继续申请,第一阶段,实验室研究,成都生物技术公司,四川大学,2023-04-20,2023-05-01,2024-04-30,2024-10-12,成都生物技术公司,GHZYLZC2100006,XK5421,新技术申请,成都生物技术公司,细胞生物学,https://www.cellbio.cn/,2024-09-23,
2023SR0183827,DB/T6780-2023,CRISPR基因驱动,基因编辑,正在进行,第二阶段,实验室研究,杭州生物科技研究所,浙江大学,2023-09-05,2023-10-01,2024-09-30,2024-10-12,杭州生物科技研究所,GHZYLZC2100007,BK1174,新技术申请,杭州生物科技研究所,生物技术前沿,https://www.frontiersinbiology.com/,2024-09-23,
2023SR0193842,DB/T7891-2023,合成代谢工程,生物工程,待批准,第三阶段,实验室实验,武汉生物研究院,华中科技大学,2023-10-10,2023-11-01,2025-10-31,2024-10-12,武汉生物研究院,GHZYLZC2100008,GP4483,新技术申请,武汉生物研究院,生物新闻,https://www.bionews.cn/,2024-09-23,
2023SR0271923,DB/T8902-2023,合成生物塑料,生物材料,已完成,第一阶段,工业应用,西安环保科技公司,西安交通大学,2023-11-01,2023-12-01,2024-11-30,2024-10-12,西安环保科技公司,GHZYLZC2100009,XT2109,新技术申请,西安环保科技公司,可持续发展报,https://www.sustdevreport.com/,2024-09-23,
2023SR0304856,DB/T1111-2023,生物合成氨基酸,代谢工程,计划中,初步阶段,实验室研究,广州生物创新研究院,中山大学,2023-06-15,2023-07-01,2024-06-30,2024-10-12,广州生物创新研究院,GHZYLZC2100010,QL5621,新技术申请,广州生物创新研究院,生物技术网,https://www.biotechnet.com,2024-09-23,
2023SR0157689,DB/T2222-2023,调控基因表达计划,基因调控,正在进行,第二阶段,实验室研究,武汉合成生物技术中心,华中科技大学,2023-06-20,2023-07-10,2025-07-09,2024-10-12,武汉合成生物技术中心,GHZYLZC2100011,YP9347,新技术申请,武汉合成生物技术中心,生物医药论坛,https://www.bioforum.com,2024-09-23,
2023SR0289450,DB/T3333-2023,合成病毒疫苗,疫苗研发,正在进行,第三阶段,临床试验,成都生物医药公司,四川大学,2023-07-01,2023-07-15,2025-07-14,2024-10-12,成都生物医药公司,GHZYLZC2100002,DJ7882,新技术申请,成都生物医药公司,健康中国,https://www.healthchina.com,2024-09-23,
2023SR0342158,DB/T4444-2023,合成肠道微生物,微生物合成,正在进行,第二阶段,实验室研究,南京生物技术公司,南京农业大学,2023-07-20,2023-08-01,2025-07-31,2024-10-12,南京生物技术公司,GHZYLZC2100003,MN3410,新技术申请,南京生物技术公司,现代生物学杂志,https://www.modernbiojournal.com,2024-09-23,
2023SR0223471,DB/T5555-2023,智能生物传感器,生物传感器,计划中,初步阶段,研发阶段,杭州生物技术研究院,浙江大学,2023-08-01,2023-09-01,2024-08-31,2024-10-12,杭州生物技术研究院,GHZYLZC2100004,CF6725,新技术申请,杭州生物技术研究院,生命科学论坛,https://www.lifescienceforum.com,2024-09-23,
2023SR0185739,DB/T6666-2023,植物人工合成,农业生物技术,正在进行,第三阶段,田间试验,郑州农科院,河南农业大学,2023-08-10,2023-08-20,2025-08-19,2024-10-12,郑州农科院,GHZYLZC2100005,TB9083,新技术申请,郑州农科院,农业科技网,https://www.agriculture-tech.com,2024-09-23,
2023SR0269814,DB/T7777-2023,纳米生物材料,纳米技术,计划中,初步阶段,实验室研究,青岛科技公司,青岛大学,2023-08-20,2023-09-15,2024-09-14,2024-10-12,青岛科技公司,GHZYLZC2100006,VR2568,新技术申请,青岛科技公司,科技新发现,https://www.techexplore.com,2024-09-23,
2023SR0142876,DB/T8888-2023,可持续生物聚合物,材料生物技术,正在进行,第二阶段,工业应用,天津绿色科技有限公司,南开大学,2023-09-01,2023-09-10,2025-09-09,2024-10-12,天津绿色科技有限公司,GHZYLZC2100007,BK1175,新技术申请,天津绿色科技有限公司,科技日报,https://www.stdaily.com,2024-09-23,
2023SR0291345,DB/T9999-2023,合成光合作用系统,可再生能源,计划中,初步阶段,实验室研究,西安新兴技术公司,西北大学,2023-09-15,2023-10-01,2024-09-30,2024-10-12,西安新兴技术公司,GHZYLZC2100008,BK1176,新技术申请,西安新兴技术公司,可再生资源中心,https://www.renewablehub.com,2024-09-23,
2023SR0412389,DB/T2345-2023,合成酵母技术,合成生物,正在进行,第一阶段,实验室研究,广州科学研究院,中山大学,2023-02-25,2023-03-15,2024-03-14,2024-10-12,广州科学研究院,GHZYLZC2100009,BK1177,新技术申请,广州科学研究院,生物技术前沿,https://www.biotechfront.com,2024-09-23,
2023SR0556421,DB/T3456-2023,合成脂质体技术,生物制药,已完成,第三阶段,临床试验,南京生物医药公司,南京大学,2022-11-10,2022-12-01,2023-12-01,2024-10-12,南京生物医药公司,GHZYLZC2100010,BK1178,新技术申请,南京生物医药公司,医疗健康网,https://www.healthcare.com,2024-09-23,
2023SR0671829,DB/T4567-2023,人工合成植物,农业生物技术,正在进行,第二阶段,实验室研究,成都农业科学院,四川农业大学,2023-03-05,2023-04-01,2025-04-01,2024-10-12,成都农业科学院,GHZYLZC2100002,BK1179,新技术申请,成都农业科学院,农业科技网,https://www.agriculturetech.com,2024-09-23,
2023SR0784753,DB/T5679-2023,合成抗体技术,生物制药,正在进行,第一阶段,实验室研究,武汉生物工程研究院,华中科技大学,2023-04-22,2023-05-15,2024-05-14,2024-10-12,武汉生物工程研究院,GHZYLZC2100003,BK1180,新技术申请,武汉生物工程研究院,医学研究日报,https://www.medresearchdaily.com,2024-09-23,
2023SR0829247,DB/T6789-2023,合成星型淋巴细胞,免疫疗法,已完成,第三阶段,临床试验,郑州生物技术公司,郑州大学,2022-10-30,2022-11-25,2023-10-25,2024-10-12,郑州生物技术公司,GHZYLZC2100004,BK1181,新技术申请,郑州生物技术公司,生物技术新闻,https://www.biotechnews.com,2024-09-23,
2023SR0936741,DB/T7890-2023,合成疫苗技术,免疫预防,正在进行,第一阶段,实验室研究,沈阳生物医药研究所,东北大学,2023-06-18,2023-07-01,2024-06-30,2024-10-12,沈阳生物医药研究所,GHZYLZC2100005,BK1182,新技术申请,沈阳生物医药研究所,生物医学研究,https://www.biomedicalresearch.com,2024-09-23,
2023SR1045826,DB/T8901-2023,合成能量细胞技术,能源生物技术,正在进行,第二阶段,工业化生产,沈阳能源技术公司,辽宁科技大学,2023-05-11,2023-06-01,2024-05-31,2024-10-12,沈阳能源技术公司,GHZYLZC2100006,BK1183,新技术申请,沈阳能源技术公司,能源科技网,https://www.energytech.com,2024-09-23,
2023SR1158493,DB/T9102-2023,人工合成糖类,食品生物技术,已完成,第三阶段,应用研究,青岛食品工程公司,青岛大学,2022-12-05,2023-01-04,2023-12-04,2024-10-12,青岛食品工程公司,GHZYLZC2100007,BK1184,新技术申请,青岛食品工程公司,食品科学与技术,https://www.foodsciencetech.com,2024-09-23,
2023SR1267580,DB/T2345-2023,合成疫苗技术,疫苗研发,正在进行,第一阶段,临床前研究,广州生物科技公司,中山大学,2023-06-15,2023-07-01,2024-06-30,2024-10-12,广州生物科技公司,GHZYLZC2100008,BK1175,新技术申请,广州生物科技公司,生物技术创新网,https://www.bioinnova.cn,2024-09-23,
2023SR0190456,DB/T3456-2023,合成代谢途径工程,代谢工程,正在进行,第二阶段,工业化生产,南京化工研究院,南京大学,2023-08-10,2023-09-01,2025-08-31,2024-10-12,南京化工研究院,GHZYLZC2100009,BK1176,新技术申请,南京化工研究院,化学与生物工程期刊,https://chembiojournal.org,2024-09-23,
2024SR0200789,DB/T4567-2023,细胞再生技术,再生医学,正在进行,第一阶段,基础研究,武汉医学生物研究所,华中科技大学,2023-09-05,2023-09-15,2024-09-14,2024-10-12,武汉医学生物研究所,GHZYLZC2100010,BK1177,新技术申请,武汉医学生物研究所,中国再生医学网,https://www.chinaregenmed.org,2024-09-23,
2022SR0170342,DB/T5679-2023,生物传感器技术,传感器开发,已完成,最后阶段,应用研究,成都智能科技有限公司,电子科技大学,2023-04-18,2023-05-01,2024-04-30,2024-10-12,成都智能科技有限公司,GHZYLZC2100011,BK1178,产品上市申请,成都智能科技有限公司,传感器技术论坛,https://sensorforum.com,2024-09-23,
2021SR0160210,DB/T6789-2023,人工智能与生物技术结合,数据分析,正在进行,第二阶段,跨学科研究,浙江创新实验室,浙江大学,2023-10-01,2023-10-15,2025-10-14,2024-10-12,浙江创新实验室,GHZYLZC2100002,BK1179,研究资助申请,浙江创新实验室,AI生物技术财经网,https://www.aibiotechfinance.com,2024-09-23,
2022SR0180923,DB/T7890-2023,合成营养基因,农业生物技术,已完成,最后阶段,农田试验,哈尔滨农业科技中心,东北农业大学,2023-11-12,2023-12-01,2024-11-30,2024-10-12,哈尔滨农业科技中心,GHZYLZC2100003,BK1180,新技术申请,哈尔滨农业科技中心,农业科学前沿,https://frontiersinagriculture.com,2024-09-23,
2023SR0190567,DB/T8901-2023,环境友好型生物降解材料,材料科学,正在进行,第一阶段,应用研究,成都绿色科技研究所,四川大学,2023-12-20,2024-01-01,2025-01-01,2024-10-12,成都绿色科技研究所,GHZYLZC2100004,BK1181,新技术申请,成都绿色科技研究所,中国材料科学网,https://www.cmaterialsciences.com,2024-09-23,
2024SR0200643,DB/T9012-2023,生物医药合成途径,药物研发,正在进行,第三阶段,临床研究,厦门生物医药公司,厦门大学,2023-09-25,2023-10-15,2025-10-14,2024-10-12,厦门生物医药公司,GHZYLZC2100005,BK1182,新技术申请,厦门生物医药公司,生物医药新闻,https://biomedicalnews.com,2024-09-23,
2021SR0160874,DB/T1112-2023,合成生物电池,生物能源,正在进行,第一阶段,应用研究,南京新能科技公司,南京大学,2023-02-25,2023-03-15,2024-05-14,2024-10-12,南京新能科技公司,GHZYLZC2100006,BK1183,新技术申请,南京新能科技公司,能源科技论坛,https://www.energytechforum.com/,2024-09-23,
2022SR0180511,DB/T1314-2023,基因组重组技术,基因工程,已完成,结束,基础研究,广州生物研究中心,中山大学,2023-04-05,2023-05-10,2024-03-15,2024-10-12,广州生物研究中心,GHZYLZC2100007,BK1184,技术变更,广州生物研究中心,科学进步网,https://www.scienceprogressive.com/,2024-09-23,
2023SR0190328,DB/T1415-2023,合成疫苗技术,疫苗研发,正在进行,第二阶段,临床研究,武汉生物制药公司,华中科技大学,2023-05-22,2023-06-01,2025-05-31,2024-10-12,武汉生物制药公司,GHZYLZC2100008,BK1175,新技术申请,武汉生物制药公司,医学视野,https://www.medicalviews.com/,2024-09-23,
2023SR0191234,DB/T1516-2023,合成抗体技术,免疫治疗,已完成,结束,实验室研究,杭州生物技术公司,浙江大学,2023-06-15,2023-07-01,2024-06-30,2024-10-12,杭州生物技术公司,GHZYLZC2100009,BK1176,新技术申请,杭州生物技术公司,生物医学前沿,https://www.biomedfrontier.com/,2024-09-23,
2023SR0205678,DB/T1617-2023,合成蛋白质技术,蛋白质工程,正在进行,第一阶段,基础研究,成都生物科技研究所,四川大学,2023-07-30,2023-08-10,2024-08-09,2024-10-12,成都生物科技研究所,GHZYLZC2100010,BK1177,新技术申请,成都生物科技研究所,食品科学与技术期刊,https://www.foodsciencejournal.com/,2024-09-23,
2023SR0212345,DB/T1718-2023,微生物合成药物,药物合成,正在进行,第三阶段,工业化生产,沈阳生物制药公司,沈阳药科大学,2023-08-14,2023-09-01,2024-12-31,2024-10-12,沈阳生物制药公司,GHZYLZC2100011,BK1178,新技术申请,沈阳生物制药公司,医学与药学研究,https://www.medicalpharma.com/,2024-09-23,
2023SR0223456,DB/T1819-2023,绿色植物合成技术,植物工程,已完成,结束,基础研究,天津农业科技公司,天津大学,2023-09-25,2023-10-01,2024-09-30,2024-10-12,天津农业科技公司,GHZYLZC2100002,BK1179,新技术申请,天津农业科技公司,农业科学研究,https://www.agriculturejournal.com/,2024-09-23,
2023SR0234567,DB/T1920-2023,合成酶技术,酶工程,正在进行,第一阶段,应用研究,青岛生物研究所,青岛科技大学,2023-10-03,2023-10-10,2024-10-09,2024-10-12,青岛生物研究所,GHZYLZC2100003,BK1180,新技术申请,青岛生物研究所,生物催化期刊,https://www.biocatalysisjournal.com/,2024-09-23,
2023SR0245678,DB/T2345-2023,合成植物基因组,植物基因组学,正在进行,第一阶段,实验室研究,广州生物科技公司,中山大学,2023-03-22,2023-04-15,2025-04-14,2024-10-12,广州生物科技公司,GHZYLZC2100004,BK1181,新技术申请,广州生物科技公司,生命科学杂志,https://lifesciencesjournal.com,2024-09-23,
2023SR0256789,DB/T6789-2023,合成生物燃料,能源生物技术,已完成,第三阶段,工业化生产,中国合成能源公司,华中科技大学,2023-02-05,2023-05-01,2024-05-01,2024-10-12,中国合成能源公司,GHZYLZC2100005,BK1182,新技术申请,中国合成能源公司,新兴能源网,https://www.xmy.net,2024-09-23,
2023SR0267890,DB/T1357-2023,人造器官开发技术,再生医学,正在进行,第二阶段,实验室实验,南京生物医药研究所,南京医科大学,2023-04-10,2023-05-01,2025-05-01,2024-10-12,南京生物医药研究所,GHZYLZC2100006,BK1183,新技术申请,南京生物医药研究所,生物医学期刊,https://www.biomedreport.com,2024-09-23,
2023SR0278901,DB/T2468-2023,合成抗体开发技术,生物医药,还在筹备,准备阶段,乳制品研发,成都生物制药公司,四川大学,2023-02-28,2023-09-01,2025-08-31,2024-10-12,成都生物制药公司,GHZYLZC2100007,BK1184,新技术申请,成都生物制药公司,医药观察家,https://www.pharmaobserver.com,2024-09-23,
2023SR0289012,DB/T3579-2023,CRISPR-Cas9新变体,基因编辑,正在进行,第一阶段,实验室研究,武汉基因技术公司,华中农业大学,2023-03-15,2023-04-20,2024-10-20,2024-10-12,武汉基因技术公司,GHZYLZC2100008,BK1175,新技术申请,武汉基因技术公司,生物技术日报,https://www.biotechdaily.com,2024-09-23,
2023SR0181234,DB/T4567-2023,合成疫苗技术,疫苗研发,正在进行,第三阶段,临床试验,北京生物制药公司,清华大学,2023-05-05,2023-06-10,2025-06-09,2024-10-12,北京生物制药公司,GHZYLZC2100009,BK1176,新技术申请,北京生物制药公司,注射疗法杂志,https://www.injtherapymag.com,2024-09-23,
2023SR0185678,DB/T7890-2023,合成碳捕集技术,环境生物技术,已完成,第二阶段,环境保护项目,南昌生态科技公司,南昌大学,2023-02-25,2023-08-15,2024-08-14,2024-10-12,南昌生态科技公司,GHZYLZC2100010,BK1177,新技术申请,南昌生态科技公司,环保科技期刊,https://www.eptechjour.com,2024-09-23,
2023SR0189101,DB/T3456-2023,合成免疫细胞疗法,细胞治疗,正在进行,第一阶段,临床试验,浙江生物医药研究所,浙江大学,2023-06-18,2023-07-01,2025-06-30,2024-10-12,浙江生物医药研究所,GHZYLZC2100011,BK1178,新技术申请,浙江生物医药研究所,科学进展,https://www.scientificprogress.com,2024-09-23,
2023SR0182345,DB/T2345-2023,合成植物抗逆境基因,基因编辑,正在进行,第一阶段,实验室研究,武汉农业科技公司,华中农业大学,2023-02-10,2023-03-01,2024-02-29,2024-10-12,武汉农业科技公司,GHZYLZC2100002,BK1179,新技术申请,武汉农业科技公司,农业科技杂志,https://www.agrisci.com/,2024-09-23,
2023SR0186789,DB/T3456-2023,智能合成酵母,微生物工程,已完成,第三阶段,研发项目,广州生物研究所,中山大学,2023-06-15,2023-07-01,2024-06-30,2024-10-12,广州生物研究所,GHZYLZC2100003,BK1180,技术改进申请,广州生物研究所,生物科学观察,https://www.bioobservatory.com/,2024-09-23,
2023SR0183456,DB/T4567-2023,人源化抗体生产技术,蛋白质工程,正在进行,第二阶段,临床试验,南京医药科技有限公司,南京大学,2023-04-05,2023-05-01,2025-04-30,2024-10-12,南京医药科技有限公司,GHZYLZC2100004,BK1181,新药申请,南京医药科技有限公司,医学前沿,https://www.medfrontier.com/,2024-09-23,
2023SR0187890,DB/T5678-2023,蛋白质合成机器人,自动化技术,正在进行,第一阶段,研发项目,北京合成生物研发中心,清华大学,2023-04-20,2023-05-15,2024-05-14,2024-10-12,北京合成生物研发中心,GHZYLZC2100005,BK1182,新技术申请,北京合成生物研发中心,科技时报,https://www.sciencetimes.com/,2024-09-23,
2023SR0184321,DB/T6789-2023,合成微生物环境监测,智能监测,正在进行,第二阶段,应用研究,成都环境科技公司,电子科技大学,2023-05-15,2023-06-10,2025-06-09,2024-10-12,成都环境科技公司,GHZYLZC2100006,BK1183,新技术申请,成都环境科技公司,环境科学周刊,https://www.envsciweekly.com/,2024-09-23,
2023SR0188765,DB/T7890-2023,定制化合成生物体,人造生命,已完成,第三阶段,基础研究,西安合成生物工程研究院,西安交通大学,2023-07-10,2023-08-01,2024-07-31,2024-10-12,西安合成生物工程研究院,GHZYLZC2100007,BK1184,新技术申请,西安合成生物工程研究院,新生物技术日报,https://www.newbiotechnologydaily.com/,2024-09-23,
